# Mf af A2220 A2221 phi2220 phi2221 logL logPrior
6.597928218878789153e+01 5.891469267649569463e-01 9.785421837789874289e+00 1.200069122900604768e+01 1.369161038394854479e+00 4.682832457303608642e+00 1.978528224402396518e+04 0.000000000000000000e+00
7.134629512119018102e+01 7.467219421177981875e-01 9.036344977642066567e+00 1.073994048011754465e+01 1.052638659321237569e+00 4.267156247888717502e+00 1.978529470228225182e+04 0.000000000000000000e+00
6.913739753697420554e+01 6.905282489887604180e-01 8.516750054144694104e+00 1.034734080607178086e+01 1.232997193033118277e+00 4.609872588513216130e+00 1.978537713340105256e+04 0.000000000000000000e+00
6.795870394303470619e+01 6.947854206932859711e-01 9.559469910025002903e+00 1.124398022043273748e+01 1.111732625899171767e+00 4.283784563874389661e+00 1.978544575393616469e+04 0.000000000000000000e+00
6.518442456745039237e+01 6.275168612699385529e-01 9.917884925823736708e+00 1.063961167632844429e+01 1.022633180688538923e+00 4.033259336514173121e+00 1.978547801348164649e+04 0.000000000000000000e+00
6.425485664728363133e+01 5.804436133120107755e-01 8.310488665494389693e+00 9.111683219539342460e+00 1.194181872933041344e+00 4.337975939217598942e+00 1.978551673525405931e+04 0.000000000000000000e+00
6.498897914321763380e+01 6.195612382405851770e-01 1.037727383328095776e+01 1.222628257195570178e+01 1.182344903002423786e+00 4.425344084022405866e+00 1.978554029303598145e+04 0.000000000000000000e+00
6.364995027065151589e+01 6.363409259010528451e-01 1.004918814283777984e+01 1.121072524204518572e+01 8.682901993373031146e-01 3.854161023023285448e+00 1.978554552053209045e+04 0.000000000000000000e+00
6.171820247417367966e+01 5.371268260712714904e-01 8.893007923081448496e+00 9.390348923165014128e+00 1.125477507276297473e+00 4.249391977494632933e+00 1.978561671391488926e+04 0.000000000000000000e+00
6.755265289445141264e+01 6.511178520443827722e-01 8.683156213068702556e+00 1.070698044759219592e+01 1.191461011692951821e+00 4.479862251143720719e+00 1.978570547851792071e+04 0.000000000000000000e+00
7.007771178110183996e+01 7.019832188812155094e-01 9.316907715407571899e+00 1.147732150826738184e+01 1.272483001546511616e+00 4.521884393422302750e+00 1.978573806836550648e+04 0.000000000000000000e+00
6.805214313548628979e+01 6.577045435501622794e-01 9.274826167103215724e+00 1.051750334810549958e+01 1.141282500255569321e+00 4.285433439874076100e+00 1.978575642353598596e+04 0.000000000000000000e+00
6.003572902179546844e+01 5.391206685537363041e-01 1.034311245620529185e+01 1.175464695767851708e+01 9.112413172423803331e-01 4.038226877787184144e+00 1.978576298087745818e+04 0.000000000000000000e+00
6.110656521993442425e+01 5.160263792825861007e-01 9.376667096762298925e+00 1.112528297773748065e+01 1.116872551791366019e+00 4.250448104777931668e+00 1.978581342490944371e+04 0.000000000000000000e+00
6.534104518702390862e+01 6.452234477160264658e-01 8.446951847327232699e+00 8.487560204634895911e+00 1.074354771384861573e+00 4.261274676699425612e+00 1.978581952648321749e+04 0.000000000000000000e+00
6.262913043162896543e+01 5.575280016911710046e-01 1.039135721375725474e+01 1.293635439817149724e+01 1.206632835416291183e+00 4.448059542750922191e+00 1.978591205017377433e+04 0.000000000000000000e+00
