# Mf af A2220 phi2220 logL logPrior
7.714465240882051944e+01 6.373287496931309137e-01 3.667404195800445521e+00 4.945825517743830169e+00 9.083699995063561073e+04 0.000000000000000000e+00
5.937661118668258098e+01 8.334384686874392045e-01 4.091346169012391343e+00 5.270081852215025897e+00 9.083899673477224133e+04 0.000000000000000000e+00
9.281951756526414954e+01 5.801598415003830223e-01 4.132007975646634357e+00 4.882227535806139329e+00 9.084470107880367141e+04 0.000000000000000000e+00
8.579025443792410499e+01 2.907107129142054713e-01 2.728558148913755588e+00 3.671060670129025372e+00 9.085080514897256216e+04 0.000000000000000000e+00
5.240966552187515504e+01 6.952294174350266420e-01 3.417732166397437599e+00 5.172933168667587012e+00 9.085432652777190378e+04 0.000000000000000000e+00
6.021961043023662796e+01 9.030946563369948166e-01 6.682463773377297578e+00 2.178990872822736957e-01 9.086429402188620588e+04 0.000000000000000000e+00
6.038585406929852439e+01 4.546332346964609972e-01 3.644928706826534359e+00 5.156857731918846000e+00 9.086681782573311648e+04 0.000000000000000000e+00
5.023806139038570251e+01 4.253877945166725238e-01 2.710169967340712915e+00 3.857077814799197757e+00 9.086875676670520625e+04 0.000000000000000000e+00
8.171856613162211147e+01 7.477093396802212411e-01 3.125269566446092995e+00 4.789778292076764643e+00 9.087102956148833618e+04 0.000000000000000000e+00
9.392091674409778079e+01 3.582335143516104936e-01 2.633483626471108341e+00 3.501374423357523913e+00 9.087274678063241299e+04 0.000000000000000000e+00
6.187686832818819482e+01 5.926351117166315241e-01 2.797237540350188123e+00 4.824312690292183348e+00 9.087760013446061930e+04 0.000000000000000000e+00
6.350136568716145291e+01 3.699973709995473259e-01 2.165367543392990868e+00 3.966074119271639997e+00 9.088650330068952462e+04 0.000000000000000000e+00
8.591166984857906641e+01 3.831819902066236905e-01 5.050393497459200631e+00 1.325120890371283000e+00 9.088711543890125176e+04 0.000000000000000000e+00
