# Mf af A2220 phi2220 logL logPrior
6.299392218729373383e+01 5.800463643720977780e-01 4.936337898570187122e+00 9.780781097810464786e-01 9.185511807332202443e+04 0.000000000000000000e+00
6.533652468640332245e+01 6.534292486253379106e-01 4.652397475853196518e+00 9.939501413777606098e-01 9.185512682382139610e+04 0.000000000000000000e+00
6.150740550885684854e+01 5.072862167231649844e-01 5.001838572394177618e+00 1.056595112110184864e+00 9.185513679771854368e+04 0.000000000000000000e+00
7.111036437857724479e+01 7.439339828116037223e-01 5.247118700091110810e+00 1.100548054619767235e+00 9.185514256708281755e+04 0.000000000000000000e+00
6.002880595106677930e+01 5.055833788372052773e-01 4.635567790719360204e+00 1.038197746209972294e+00 9.185514518293073343e+04 0.000000000000000000e+00
6.555733573989796525e+01 5.946136624141804550e-01 5.042066386138141176e+00 1.061085663015948644e+00 9.185514612872948055e+04 0.000000000000000000e+00
6.117311609739601153e+01 5.535177012333202251e-01 4.961276403865078954e+00 1.131413791977679217e+00 9.185515281255143054e+04 0.000000000000000000e+00
7.094700445899452745e+01 7.201975747389970373e-01 4.756496694167294592e+00 1.067014168193294088e+00 9.185516067227705207e+04 0.000000000000000000e+00
6.992453403769300735e+01 6.965106371923567297e-01 4.972394768491390948e+00 1.097521803580523869e+00 9.185516813269432168e+04 0.000000000000000000e+00
6.835663397610359482e+01 6.681678844122164174e-01 4.683909319675263916e+00 1.072453182786011094e+00 9.185517919731106667e+04 0.000000000000000000e+00
7.174738685398240534e+01 7.613443413861915587e-01 4.783848773103263063e+00 9.831586118025485987e-01 9.185518872367341828e+04 0.000000000000000000e+00
6.645602076205700826e+01 6.973131955683808947e-01 5.247000259160303770e+00 1.034885686684709594e+00 9.185519294161806465e+04 0.000000000000000000e+00
6.448928009752386004e+01 5.716183110235655285e-01 4.953817618826630742e+00 1.023573334511628019e+00 9.185522141434771765e+04 0.000000000000000000e+00
6.360704759460597302e+01 5.838505778291731563e-01 5.173312363844412509e+00 1.132180654751088644e+00 9.185525174823339330e+04 0.000000000000000000e+00
6.086855625660761859e+01 5.527857230653462350e-01 5.050965666972748735e+00 1.106239541763144096e+00 9.185525541540252743e+04 0.000000000000000000e+00
6.670368050412248806e+01 6.547487433473055951e-01 4.905349578627990148e+00 1.141348059101895629e+00 9.185525611855840543e+04 0.000000000000000000e+00
6.810531519476614903e+01 6.572353527206141743e-01 5.032887510243097218e+00 1.003713695303321218e+00 9.185526272381754825e+04 0.000000000000000000e+00
7.157019500961158087e+01 7.377405103036769329e-01 5.325058565695773183e+00 1.024207631191719869e+00 9.185527049744008400e+04 0.000000000000000000e+00
7.067513569782317973e+01 7.536927341547856596e-01 5.366476135945835502e+00 1.026186614615234527e+00 9.185528494261631567e+04 0.000000000000000000e+00
6.795536830056778399e+01 6.982406764370943097e-01 4.721174378260007742e+00 1.101895305996555940e+00 9.185529841238727386e+04 0.000000000000000000e+00
7.199973030225724813e+01 7.685198498210101814e-01 5.283706014315457722e+00 1.006602037344244582e+00 9.185529888100363314e+04 0.000000000000000000e+00
6.212137003128777479e+01 5.272933305849535346e-01 4.634219593062122833e+00 1.019389178287254172e+00 9.185531667654022749e+04 0.000000000000000000e+00
6.798033617786781235e+01 6.845124136035193319e-01 5.105689186056149964e+00 9.530400211843288449e-01 9.185532531995604222e+04 0.000000000000000000e+00
6.972741431361474440e+01 6.855953680864597111e-01 4.840025056889449395e+00 1.017895953964579325e+00 9.185532775075094833e+04 0.000000000000000000e+00
6.581573740006149364e+01 6.235878153442423466e-01 5.302685536587731896e+00 1.087710275018385131e+00 9.185533889540824748e+04 0.000000000000000000e+00
7.255891679575643138e+01 7.528074318278413779e-01 5.184960019835793688e+00 1.006725028574141145e+00 9.185538664038002025e+04 0.000000000000000000e+00
7.324155152570976668e+01 7.893167772225633261e-01 5.107230562709434984e+00 9.962216443712763603e-01 9.185539033925668627e+04 0.000000000000000000e+00
6.772542968519559281e+01 6.426838286677550860e-01 4.820809703001838642e+00 1.014284077502067172e+00 9.185542841040001076e+04 0.000000000000000000e+00
7.305492732003985168e+01 7.820143306899041136e-01 5.042251513400296759e+00 1.058135022579428819e+00 9.185542874911728723e+04 0.000000000000000000e+00
6.908025713196653328e+01 7.284442769178076649e-01 5.442194608199502071e+00 1.062549499847275536e+00 9.185543368664933951e+04 0.000000000000000000e+00
6.282867221626346321e+01 5.453587785050337811e-01 4.783895792332867991e+00 1.001963758646557068e+00 9.185543896428852167e+04 0.000000000000000000e+00
6.350525416880212504e+01 6.029601821961044772e-01 4.855208706135051067e+00 1.140677922970730451e+00 9.185545281143937609e+04 0.000000000000000000e+00
6.579340026735550850e+01 6.021718305137919725e-01 4.735957050199406382e+00 1.041303126472258311e+00 9.185545948074957414e+04 0.000000000000000000e+00
6.690487477198679755e+01 6.906791277097577009e-01 5.268948433571968515e+00 1.115652676728317028e+00 9.185547865232688491e+04 0.000000000000000000e+00
6.943566338797742787e+01 6.982818731427333780e-01 4.712168566349664189e+00 1.081300358916150950e+00 9.185548295963258715e+04 0.000000000000000000e+00
6.700686480942646028e+01 6.803049403883624224e-01 4.776626041439331338e+00 9.627652550594397729e-01 9.185548315627689590e+04 0.000000000000000000e+00
6.147423807525142792e+01 5.024306432192424676e-01 4.735278401708585605e+00 1.065649828673598920e+00 9.185548945256754814e+04 0.000000000000000000e+00
6.825065004842494432e+01 7.116537984569428765e-01 4.782632890487069410e+00 9.730968019947169312e-01 9.185550349993151031e+04 0.000000000000000000e+00
6.776793231049585131e+01 6.730460751542552966e-01 5.276892608845791699e+00 1.113580651437095614e+00 9.185550544108780741e+04 0.000000000000000000e+00
6.177075622103392050e+01 5.071200248834588642e-01 4.748641117283396440e+00 1.075339650403094094e+00 9.185552139330536011e+04 0.000000000000000000e+00
6.297452064596852495e+01 5.822433226673835449e-01 4.554304884760735028e+00 1.029815523828098156e+00 9.185552315558383998e+04 0.000000000000000000e+00
6.044675902678327617e+01 5.000529686349923786e-01 4.699217262628336833e+00 1.082333326191624812e+00 9.185554273303528316e+04 0.000000000000000000e+00
6.130415522690884700e+01 5.404944380130115578e-01 5.118841856330263340e+00 1.114080206988669941e+00 9.185555210367882682e+04 0.000000000000000000e+00
6.099232513757828400e+01 5.063470165386764199e-01 4.777954074980854671e+00 1.030632109715114320e+00 9.185555657620800775e+04 0.000000000000000000e+00
6.077561149970801324e+01 5.177975339524651943e-01 5.067134099555820725e+00 1.049056079440468858e+00 9.185559815769761917e+04 0.000000000000000000e+00
6.216338230425535727e+01 5.170476978205511553e-01 4.815668907860716885e+00 1.086225571139620705e+00 9.185561291525408160e+04 0.000000000000000000e+00
7.012578957618255515e+01 7.103797677369828589e-01 4.686783857039493739e+00 1.052022897194805351e+00 9.185561874804328545e+04 0.000000000000000000e+00
6.457057236463222694e+01 6.455419463674516578e-01 4.744666322929358415e+00 1.087300986571148043e+00 9.185562103035060863e+04 0.000000000000000000e+00
6.677718226277711722e+01 6.907305087822425138e-01 4.715007819139528600e+00 1.031562681455679975e+00 9.185563979630987160e+04 0.000000000000000000e+00
7.070228466619526841e+01 7.415832644615042435e-01 5.089817982417816467e+00 1.105087902123074395e+00 9.185564360256721557e+04 0.000000000000000000e+00
