# Mf af A2220 phi2220 logL logPrior
6.437647163140164253e+01 6.314092663626913460e-01 4.907507176052491538e+00 1.022821537882233622e+00 9.185753062410598795e+04 0.000000000000000000e+00
6.373540205274373704e+01 6.172314866907817610e-01 4.874302865425762299e+00 1.059503594033925244e+00 9.185758991425651766e+04 0.000000000000000000e+00
6.541393860029482710e+01 6.537519396204247712e-01 5.199977897001421212e+00 1.055035211329031553e+00 9.185760069067111181e+04 0.000000000000000000e+00
6.627962404460504331e+01 6.484861055236216254e-01 4.788091834554063730e+00 1.008102328414755888e+00 9.185762173419578176e+04 0.000000000000000000e+00
6.707185143710192676e+01 6.951550881151210559e-01 5.004669856775083581e+00 1.049785378218586196e+00 9.185762630858532793e+04 0.000000000000000000e+00
6.457036971992451413e+01 5.993191389163988747e-01 4.789621324952316961e+00 1.065381606319892205e+00 9.185764743019084563e+04 0.000000000000000000e+00
6.629940128202996164e+01 6.611182852656649622e-01 5.119874195259873417e+00 1.004076109996117960e+00 9.185767979036971519e+04 0.000000000000000000e+00
6.561712680849731782e+01 6.195916836327409749e-01 4.995155202438949615e+00 1.034865156234900718e+00 9.185770216980559053e+04 0.000000000000000000e+00
6.970621386094730099e+01 7.224471491530100042e-01 5.251269413436754796e+00 1.041356137676742843e+00 9.185770415513154876e+04 0.000000000000000000e+00
7.095914298364981221e+01 7.391982361325177830e-01 5.130361873108914672e+00 1.023993868697499199e+00 9.185772456819773652e+04 0.000000000000000000e+00
7.077540912587156186e+01 7.366526641029994549e-01 4.919177938136658490e+00 1.038507960273748365e+00 9.185774320160922070e+04 0.000000000000000000e+00
6.330108222691572450e+01 5.924356378651534083e-01 5.019094878706750862e+00 1.088079064126673101e+00 9.185775996039937309e+04 0.000000000000000000e+00
6.429684171245040147e+01 6.157403196956333646e-01 5.132912446396606043e+00 1.079222321242081284e+00 9.185781288089317968e+04 0.000000000000000000e+00
7.003398259888513167e+01 7.324304772740706237e-01 4.944930569531188702e+00 1.017531028621269984e+00 9.185789241088702693e+04 0.000000000000000000e+00
6.700627099134229070e+01 6.737434231927490469e-01 4.821304022225969099e+00 1.017021541862457745e+00 9.185805549700646952e+04 0.000000000000000000e+00
6.789908790118542470e+01 6.807670386228134030e-01 4.836786883636443157e+00 1.013224592694495829e+00 9.185806791397943744e+04 0.000000000000000000e+00
6.701411053482199520e+01 6.561862205970873108e-01 5.105389947288631269e+00 1.036127755270411344e+00 9.185814530862130050e+04 0.000000000000000000e+00
6.408662928933374303e+01 5.935601721551586607e-01 4.947092873465988028e+00 1.047906918755650452e+00 9.185814552392014593e+04 0.000000000000000000e+00
6.512984451563130506e+01 6.282056276276741791e-01 4.985620633840789573e+00 1.020739595576706904e+00 9.185822553216920642e+04 0.000000000000000000e+00
6.560717526071098860e+01 6.246579415206247043e-01 4.882782573930098735e+00 1.058855844534193125e+00 9.185823178028719849e+04 0.000000000000000000e+00
6.495967906675501524e+01 6.107669909576151079e-01 4.917592211003626979e+00 1.043018298524703624e+00 9.185827711873994849e+04 0.000000000000000000e+00
6.661606968528693073e+01 6.562850288195116732e-01 4.814711288036589210e+00 1.043405071252877070e+00 9.185831245920601941e+04 0.000000000000000000e+00
6.742313222677921658e+01 6.644545980061312695e-01 5.025635015793690208e+00 1.064309153656648022e+00 9.185836099731235299e+04 0.000000000000000000e+00
6.612746453638355604e+01 6.564256768436144140e-01 4.835887548803646574e+00 1.039749454177459898e+00 9.185836782160267467e+04 0.000000000000000000e+00
6.827211318405697682e+01 6.909136812892980872e-01 5.106185732621221440e+00 1.020575380743421690e+00 9.185841311514363042e+04 0.000000000000000000e+00
6.684450551280333741e+01 6.611003662225927169e-01 5.078511056738019391e+00 1.024349109289536930e+00 9.185843681996938540e+04 0.000000000000000000e+00
6.466543403730628370e+01 6.296558659007186476e-01 4.973787408000873711e+00 1.055136345951117161e+00 9.185844249762780964e+04 0.000000000000000000e+00
6.885033562153709852e+01 7.077769551658139591e-01 4.959510161901437009e+00 1.018463847695826319e+00 9.185844500040865387e+04 0.000000000000000000e+00
6.545303360281508276e+01 6.461098125017705751e-01 4.901067008967964433e+00 1.066325101702886080e+00 9.185846130762920075e+04 0.000000000000000000e+00
6.696635691060427575e+01 6.815607932422400594e-01 5.080422710942249509e+00 1.035482030140087994e+00 9.185847726666645030e+04 0.000000000000000000e+00
6.747131092786247564e+01 6.857362809390549208e-01 4.893978465349027474e+00 1.034750392773989836e+00 9.185851476055015519e+04 0.000000000000000000e+00
6.554856880021574739e+01 6.456133561531797183e-01 4.988153242584099090e+00 1.076262606882619322e+00 9.185852575441962108e+04 0.000000000000000000e+00
6.870160985614150206e+01 7.040905769086983623e-01 4.947914429018913651e+00 1.051767836687023339e+00 9.185853932475086185e+04 0.000000000000000000e+00
6.761293408622060497e+01 6.871940147966785206e-01 5.118509071414875322e+00 1.064487134729349638e+00 9.185854506876503001e+04 0.000000000000000000e+00
6.733963852575664077e+01 6.787204613990948099e-01 5.134800083481675159e+00 1.035457569879387529e+00 9.185855604724695149e+04 0.000000000000000000e+00
6.719827837350663913e+01 6.791764076535340422e-01 5.126825440390384792e+00 1.039057473766220818e+00 9.185859485580370529e+04 0.000000000000000000e+00
6.837409002819511272e+01 6.975488972076850924e-01 5.097913211351753127e+00 1.054016729854112544e+00 9.185865266953458195e+04 0.000000000000000000e+00
6.726352405475347496e+01 6.787109848886838659e-01 5.069883742720254105e+00 1.026607048813745093e+00 9.185866773778012430e+04 0.000000000000000000e+00
6.673332425196788620e+01 6.701672142136201327e-01 5.041121979057590963e+00 1.030004487528529911e+00 9.185870548361683905e+04 0.000000000000000000e+00
6.693353329372976646e+01 6.766216253156576155e-01 5.026515716865612937e+00 1.043895174967531592e+00 9.185878292913116456e+04 0.000000000000000000e+00
